entry_id,text,text_length,platform,source,has_embedding,topics_found,topics,topics_json,classification_time_ms,existing_ministry,existing_issue,created_at
35399,"Tinubu’s Economic Reforms Essential for Nigeria’s Growth, Says Okpebholo",72,The Whistler Newspaper,News,Yes,2,Inflation (0.231); Unemployment (0.228),"[{""topic"": ""inflation"", ""topic_name"": ""Inflation"", ""confidence"": 0.231, ""keyword_score"": 0.0, ""embedding_score"": 0.385}, {""topic"": ""unemployment"", ""topic_name"": ""Unemployment"", ""confidence"": 0.228, ""keyword_score"": 0.0, ""embedding_score"": 0.379}]",0.43,budget_economic_planning,tinubu-economic-reforms-impact,2025-11-02T21:53:32.111744
131193,"🕊️⚖️ Former Chief Justice Ibrahim Tanko Muhammad Dies at 71

Former Chief Justice of Nigeria, Ibrahim Tanko Muhammad, has passed away at the age of 71. He died on December 16,  2025 at a hospital in Saudi Arabia….

Read more: https://t.co/2kVAVSbWgq",249,X,X,Yes,0,None,[],0.54,justice,death-ibrahim-tanko-muhammad,2025-12-16T13:25:24.844409
131194,@General_Somto TikTok analyst lol . Someone that haven’t step out from the four walls of Nigeria,96,X,X,Yes,0,None,[],0.46,communications_digital,digital-economy-nigeria,2025-12-16T13:25:24.844409
131195,"@ennyola0015 Shut your mouth and stop defending nonsense. So is he supposed to spend even $10 of tax payers money?

You're part of the reason Nigeria is where it is, Rubbish",173,X,X,Yes,0,None,[],0.47,non_governance,non_governance,2025-12-16T13:25:24.844409
131196,"It's so unfortunate that you stand for nothing
You are just following people to complain without knowing the real issues
Because everyone is talking, you too want to talk

Okay let me paint the picture of where Nigeria was at in May 2023 and you should proffer the solution brat.

These were the facts on the ground as of May 2023;

1. The foreign reserve was completely depleted
2. There was an embargo on borrowing
3. There was no way to continue paying subsidies on petrol and the dollar as all av",1310,X,X,Yes,5,Inflation (0.254); Fuel Pricing (0.242); Unemployment (0.221); Presidential Announcements (0.212); Foreign Affairs (0.206),"[{""topic"": ""inflation"", ""topic_name"": ""Inflation"", ""confidence"": 0.254, ""keyword_score"": 0.132, ""embedding_score"": 0.335}, {""topic"": ""fuel_pricing"", ""topic_name"": ""Fuel Pricing"", ""confidence"": 0.242, ""keyword_score"": 0.088, ""embedding_score"": 0.344}, {""topic"": ""unemployment"", ""topic_name"": ""Unemployment"", ""confidence"": 0.221, ""keyword_score"": 0.0, ""embedding_score"": 0.368}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.212, ""keyword_score"": 0.0, ""embedding_score"": 0.353}, {""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.206, ""keyword_score"": 0.11, ""embedding_score"": 0.27}]",0.63,finance,it's-unfortunate-that,2025-12-16T13:25:24.844409
131197,"@officialEFCC With lots of prove in the comment section, @officialEFCC you should hide your face in shame 

You guys are a grace to Nigeria https://t.co/cIOT4JwI3S",163,X,X,Yes,1,Corruption Cases (0.285),"[{""topic"": ""corruption_cases"", ""topic_name"": ""Corruption Cases"", ""confidence"": 0.285, ""keyword_score"": 0.083, ""embedding_score"": 0.419}]",0.48,justice,fight-against-graft-transparency,2025-12-16T13:25:24.844409
131198,"@afroniusy @cecild84 Nigeria is also affected by these terror groups, is Nigeria nt a democratic state? Abeg face front, I knw u eat from political crumbs or u re just one of those who luvs suffering and smiling. 
Dat u chose 2 remain a slave under oppression doesn't mean others must accept such fate",301,X,X,Yes,2,Security Threats (0.208); Agriculture & Food Security (0.202),"[{""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.208, ""keyword_score"": 0.0, ""embedding_score"": 0.346}, {""topic"": ""agriculture_food_security"", ""topic_name"": ""Agriculture & Food Security"", ""confidence"": 0.202, ""keyword_score"": 0.0, ""embedding_score"": 0.336}]",0.48,defence,boko-haram-proscription,2025-12-16T13:25:24.844409
35820,"Trump Threatens 'Guns-a-Blazing' Nigeria Strike, Orders Pentagon for 'Fast, Vicious, Sweet' Attack",98,International Business Times UK,News,Yes,3,Military Operations (0.222); Security Threats (0.222); ASUU Strikes (0.215),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.222, ""keyword_score"": 0.0, ""embedding_score"": 0.37}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.222, ""keyword_score"": 0.0, ""embedding_score"": 0.37}, {""topic"": ""asuu_strikes"", ""topic_name"": ""ASUU Strikes"", ""confidence"": 0.215, ""keyword_score"": 0.091, ""embedding_score"": 0.297}]",0.5,defence,trump-threatens-military-action-nigeria,2025-11-02T22:39:24.011419
35821,"Nigeria dismisses Trump’s military threat, says he merely wants a ‘sit-down’",76,Washington Examiner,News,Yes,2,Military Operations (0.238); Presidential Announcements (0.227),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.238, ""keyword_score"": 0.101, ""embedding_score"": 0.33}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.227, ""keyword_score"": 0.0, ""embedding_score"": 0.379}]",0.47,foreign_affairs,foreign-travel-obsession,2025-11-02T22:39:24.011419
35813,Tinubu’s poverty-reduction drive better than previous govts — IMPI,66,Punch Newspapers,News,Yes,0,None,[],0.46,humanitarian_poverty,tinubu’s-poverty-reduction-drive-better,2025-11-02T22:39:24.011419
35814,"Alleged Genocide: Tinubu, Trump will clarify issues when they meet  —  Bwala",76,Vanguard News,News,Yes,0,None,[],0.4,foreign_affairs,tinubu-trump-warning,2025-11-02T22:39:24.011419
35815,VIDEO: Why I Am Against President Tinubu’s Policies —Solomon Dalung,67,Channels Television,News,Yes,1,Presidential Announcements (0.252),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.252, ""keyword_score"": 0.11, ""embedding_score"": 0.348}]",0.45,sports_development,dalung-against-tinubu-policies,2025-11-02T22:39:24.011419
35816,The Giant and Its Shadow: Nigeria’s Crisis of Faith and the Gathering Storm,75,News Ghana,News,Yes,3,Healthcare Crisis (0.254); Security Threats (0.224); Power Outages (0.221),"[{""topic"": ""healthcare_crisis"", ""topic_name"": ""Healthcare Crisis"", ""confidence"": 0.254, ""keyword_score"": 0.11, ""embedding_score"": 0.351}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.224, ""keyword_score"": 0.0, ""embedding_score"": 0.373}, {""topic"": ""power_outages"", ""topic_name"": ""Power Outages"", ""confidence"": 0.221, ""keyword_score"": 0.0, ""embedding_score"": 0.368}]",0.54,non_governance,non_governance,2025-11-02T22:39:24.011419
35818,Trump Administration Live Updates: Energy Secretary Says Nuclear Tests Won’t Involve Explosions,95,The New York Times,News,Yes,0,None,[],0.49,power,trump-nuclear-tests,2025-11-02T22:39:24.011419
35819,Trump orders Pentagon to prepare possible military action against Nigeria after accusing it of allowing...,106,illustrated Daily News,News,Yes,4,Military Operations (0.340); Presidential Announcements (0.236); Security Threats (0.233); Foreign Affairs (0.224),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.34, ""keyword_score"": 0.101, ""embedding_score"": 0.499}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.236, ""keyword_score"": 0.0, ""embedding_score"": 0.394}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.233, ""keyword_score"": 0.0, ""embedding_score"": 0.389}, {""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.224, ""keyword_score"": 0.0, ""embedding_score"": 0.373}]",0.53,defence,trump-threatens-military-action-nigeria,2025-11-02T22:39:24.011419
35822,Trump Threatens Swift Military Action Against Nigeria,53,Evrim Ağacı,News,Yes,3,Military Operations (0.296); Security Threats (0.252); Presidential Announcements (0.202),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.296, ""keyword_score"": 0.101, ""embedding_score"": 0.426}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.252, ""keyword_score"": 0.0, ""embedding_score"": 0.419}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.202, ""keyword_score"": 0.0, ""embedding_score"": 0.337}]",0.47,defence,trump-threatens-military-action-nigeria,2025-11-02T22:39:24.011419
35823,"Nigeria: Genocide Claim - Tinubu Will Soon Meet Trump, says Presidential Advisor Bwala",86,allAfrica.com,News,Yes,1,Presidential Announcements (0.325),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.325, ""keyword_score"": 0.21, ""embedding_score"": 0.331}]",0.45,foreign_affairs,tinubu-trump-warning,2025-11-02T22:39:24.011419
35824,"Nigeria welcomes US assistance to fight terrorism, presidency spokesperson says By Reuters",90,Investing.com,News,Yes,5,Presidential Announcements (0.295); Security Threats (0.276); Military Operations (0.219); Unemployment (0.216); Foreign Affairs (0.213),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.295, ""keyword_score"": 0.11, ""embedding_score"": 0.419}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.276, ""keyword_score"": 0.077, ""embedding_score"": 0.409}, {""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.219, ""keyword_score"": 0.0, ""embedding_score"": 0.365}, {""topic"": ""unemployment"", ""topic_name"": ""Unemployment"", ""confidence"": 0.216, ""keyword_score"": 0.0, ""embedding_score"": 0.36}, {""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.213, ""keyword_score"": 0.0, ""embedding_score"": 0.355}]",0.52,defence,us-help-respecting-nigeria-sovereignty,2025-11-02T22:39:24.011419
35400,"PDP, NNPP, CUPP accuse Tinubu of forcing defections",51,Punch Newspapers,News,Yes,0,None,[],0.41,justice,tinubu-defection-accusations,2025-11-02T21:53:32.111744
35401,"OXYTANE’s CEO Obriki commends Tinubu on carbon market framework, climate change fund",84,The Nation Newspaper,News,Yes,0,None,[],0.43,environment_ecological,carbon-market-framework,2025-11-02T21:53:32.111744
35402,Odunmbaku backs Lagos APC’s endorsement of Tinubu for Second Term,65,MSN,News,Yes,0,None,[],0.43,non_governance,non_governance,2025-11-02T21:53:32.111744
35403,Tinubu rejects U.S. redesignation of Nigeria as ‘Country of Concern’,68,The Nation Newspaper,News,Yes,0,None,[],0.4,foreign_affairs,outrage-over-us-designation-nigeria,2025-11-02T21:53:32.111744
35404,Tinubu-Trump meeting likely as aide flags shared anti-terrorism agenda,70,The Nation Newspaper,News,Yes,1,Security Threats (0.205),"[{""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.205, ""keyword_score"": 0.077, ""embedding_score"": 0.29}]",0.55,defence,tinubu-trump-meeting-anti-terrorism-agenda,2025-11-02T21:53:32.111744
35405,Najeriya ƙasa ce mai mutunta bambancin addinai- Tinubu,54,Freedom Radio Nigeria,News,Yes,0,None,[],0.47,information_culture,nigeria-tinubu-identity,2025-11-02T21:53:32.111744
35406,Tinubu Affirms FG’s Commitment to Religious Freedom Amid “Christian Genocide” Claims,84,TVC News,News,Yes,0,None,[],0.54,foreign_affairs,nigeria-religious-freedom,2025-11-02T21:53:32.111744
35408,Tinubu hails Gilbert Chikelu's selfless service on 95th birthday,64,MSN,News,Yes,0,None,[],0.45,non_governance,non_governance,2025-11-02T21:53:32.111744
35409,Nigeria will reclaim giant of Africa under Tinubu – Obanikoro,61,MSN,News,Yes,0,None,[],0.4,non_governance,non_governance,2025-11-02T21:53:32.111744
35410,"Despite Court Judgement Against Him, MC Oluomo Openly Boasting 'Only Tinubu, Gbajabiamila Can Remove Me'",104,FIJ NG,News,Yes,0,None,[],0.45,interior,threat-against-politician,2025-11-02T21:53:32.111744
35411,Tinubu assures farmers of subsidized fertilizer next season — Yari,66,Vanguard News,News,Yes,1,Agriculture & Food Security (0.226),"[{""topic"": ""agriculture_food_security"", ""topic_name"": ""Agriculture & Food Security"", ""confidence"": 0.226, ""keyword_score"": 0.0, ""embedding_score"": 0.377}]",0.41,agriculture_food_security,tinubu-assures-farmers,2025-11-02T21:53:32.111744
35412,World Bank Confirms Nigeria’s Fresh $1billion Loan Request From Tinubu Government,81,Sahara Reporters,News,Yes,4,Budget Allocation (0.229); Infrastructure Projects (0.226); Foreign Affairs (0.201); Education Funding (0.200),"[{""topic"": ""budget_allocation"", ""topic_name"": ""Budget Allocation"", ""confidence"": 0.229, ""keyword_score"": 0.0, ""embedding_score"": 0.382}, {""topic"": ""infrastructure_projects"", ""topic_name"": ""Infrastructure Projects"", ""confidence"": 0.226, ""keyword_score"": 0.0, ""embedding_score"": 0.377}, {""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.201, ""keyword_score"": 0.0, ""embedding_score"": 0.334}, {""topic"": ""education_funding"", ""topic_name"": ""Education Funding"", ""confidence"": 0.2, ""keyword_score"": 0.0, ""embedding_score"": 0.334}]",0.47,finance,tinubus-economic-reforms,2025-11-02T21:53:32.111744
35413,Genocide Claim: Tinubu Will Soon Meet Trump — Bwala,51,Daily Trust,News,Yes,0,None,[],0.48,foreign_affairs,tinubu-trump-warning,2025-11-02T21:53:32.111744
35414,"CUPP commends Tinubu on road projects, urges consistency",56,Businessday NG,News,Yes,1,Infrastructure Projects (0.364),"[{""topic"": ""infrastructure_projects"", ""topic_name"": ""Infrastructure Projects"", ""confidence"": 0.364, ""keyword_score"": 0.21, ""embedding_score"": 0.387}]",0.53,works,road-infrastructure-projects,2025-11-02T21:53:32.111744
35415,‘Christian genocide’: Tinubu to meet Trump in Abuja or White House — Presidency,79,Tribune Online,News,Yes,1,Presidential Announcements (0.241),"[{""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.241, ""keyword_score"": 0.11, ""embedding_score"": 0.328}]",0.55,foreign_affairs,tinubu-trump-warning,2025-11-02T21:53:32.111744
35416,Country of Concern: Outrage over US designation of Nigeria grows,64,Realnews Magazine,News,Yes,5,Foreign Affairs (0.229); Security Threats (0.219); Power Outages (0.212); Unemployment (0.211); Corruption Cases (0.209),"[{""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.229, ""keyword_score"": 0.0, ""embedding_score"": 0.382}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.219, ""keyword_score"": 0.0, ""embedding_score"": 0.366}, {""topic"": ""power_outages"", ""topic_name"": ""Power Outages"", ""confidence"": 0.212, ""keyword_score"": 0.0, ""embedding_score"": 0.353}, {""topic"": ""unemployment"", ""topic_name"": ""Unemployment"", ""confidence"": 0.211, ""keyword_score"": 0.0, ""embedding_score"": 0.352}, {""topic"": ""corruption_cases"", ""topic_name"": ""Corruption Cases"", ""confidence"": 0.209, ""keyword_score"": 0.0, ""embedding_score"": 0.348}]",0.41,foreign_affairs,outrage-over-us-designation-nigeria,2025-11-02T21:53:32.111744
35417,Tinubu Vows to Address Trump’s Concerns Over Alleged Christian Killings,71,Business Post Nigeria,News,Yes,0,None,[],0.4,foreign_affairs,trump-threat-christian-killings-nigeria,2025-11-02T21:53:32.111744
35418,"Genocide: Don’t test Trump, US won’t look away – Rep Miley Moore warns Tinubu",77,Daily Post Nigeria,News,Yes,0,None,[],0.4,justice,us-genocide-allegation-trump-tinubu-warning,2025-11-02T21:53:32.111744
35419,"Akpabio, Abbas, Akume Rally Support For Tinubu 2027, Launch Campaign Group In Benue",83,Arise News,News,Yes,0,None,[],0.47,non_governance,non_governance,2025-11-02T21:53:32.111744
35420,"Nigeria Protects Citizens of all Faiths, Will Never Encourage Religious Persecution, Tinubu Replies Trump",105,THISDAYLIVE,News,Yes,2,Security Threats (0.209); Foreign Affairs (0.201),"[{""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.209, ""keyword_score"": 0.0, ""embedding_score"": 0.348}, {""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.201, ""keyword_score"": 0.0, ""embedding_score"": 0.334}]",0.46,foreign_affairs,nigeria-religious-freedom,2025-11-02T21:53:32.111744
35421,Religious Killings: Trump Threatens Military Action in Nigeria |,64,Business Post Nigeria,News,Yes,3,Military Operations (0.293); Security Threats (0.234); Presidential Announcements (0.200),"[{""topic"": ""military_operations"", ""topic_name"": ""Military Operations"", ""confidence"": 0.293, ""keyword_score"": 0.101, ""embedding_score"": 0.421}, {""topic"": ""security_threats"", ""topic_name"": ""Security Threats"", ""confidence"": 0.234, ""keyword_score"": 0.0, ""embedding_score"": 0.39}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.2, ""keyword_score"": 0.0, ""embedding_score"": 0.334}]",0.45,defence,trump-threatens-military-action-nigeria,2025-11-02T21:53:32.111744
35422,Dangote Refinery backs Tinubu govt’s 15 per cent fuel import duty,65,Daily Post Nigeria,News,Yes,1,Fuel Pricing (0.394),"[{""topic"": ""fuel_pricing"", ""topic_name"": ""Fuel Pricing"", ""confidence"": 0.394, ""keyword_score"": 0.184, ""embedding_score"": 0.448}]",0.52,petroleum_resources,dangote-refinery-tinubu-fuel-import-duty,2025-11-02T21:53:32.111744
35423,"(UPDATED) Christians’ Genocide: Tinubu fires back at US, says Nigeria guarantees religious liberty for all",106,Tribune Online,News,Yes,0,None,[],0.5,foreign_affairs,nigeria-religious-freedom,2025-11-02T21:53:32.111744
35424,"Ndume blames Nigerian govt, NASS for Trump’s designation of Nigeria as 'Country of Particular Concern’",102,Ripples Nigeria,News,Yes,2,Foreign Affairs (0.212); Presidential Announcements (0.206),"[{""topic"": ""foreign_affairs"", ""topic_name"": ""Foreign Affairs"", ""confidence"": 0.212, ""keyword_score"": 0.0, ""embedding_score"": 0.354}, {""topic"": ""presidential_announcements"", ""topic_name"": ""Presidential Announcements"", ""confidence"": 0.206, ""keyword_score"": 0.0, ""embedding_score"": 0.343}]",0.5,foreign_affairs,trump-nigeria-country-of-particular-concern,2025-11-02T21:53:32.111744
35425,I’m ready to work with Trump to end massacre of Christians in Nigeria: Tinubu,77,Peoples Gazette Nigeria,News,Yes,0,None,[],0.46,foreign_affairs,trump-threat-christian-killings-nigeria,2025-11-02T21:53:32.111744
35426,"15% tariff on fuel imports will end dumping of fake products, scarcity in Nigeria – CSO",87,Daily Post Nigeria,News,Yes,1,Fuel Pricing (0.321),"[{""topic"": ""fuel_pricing"", ""topic_name"": ""Fuel Pricing"", ""confidence"": 0.321, ""keyword_score"": 0.088, ""embedding_score"": 0.477}]",0.41,petroleum_resources,fuel-import-tariff,2025-11-02T21:53:32.111744
35427,CPC label distorts Nigeria’s true identity – Tinubu,51,Punch Newspapers,News,Yes,1,Inflation (0.203),"[{""topic"": ""inflation"", ""topic_name"": ""Inflation"", ""confidence"": 0.203, ""keyword_score"": 0.0, ""embedding_score"": 0.338}]",0.48,information_culture,cpc-label-nigeria-identity-distortion,2025-11-02T21:53:32.111744
